type,asin,title,author,narrator,genre,length_hours,rating,rating_count,price,regular_price,cover_url,audible_url
monthly,B0F9LSHT4N,Number Thirty-Two,Cassie Steward,Antonia Beamish,,11.5,4.5,46,5.99,20.96,https://m.media-amazon.com/images/I/61v+SrLN0dL._SL500_.jpg,https://www.audible.com/pd/B0F9LSHT4N
monthly,B0F8KPGTPT,Campfire Cooking in Another World with My Absurd Skill: Volume 1,"Ren Eguchi,Kevin Chen - translator",Jason Vu,,6.6,4.6,65,5.99,17.0,https://m.media-amazon.com/images/I/51vzojMtBoL._SL500_.jpg,https://www.audible.com/pd/B0F8KPGTPT
monthly,B0CZ1S9754,Invisible Jesus,"Scot McKnight,Tommy Preson Phillips",Mike Lenz,,6.7,4.4,26,5.99,20.69,https://m.media-amazon.com/images/I/31pKZS0QzzL._SL500_.jpg,https://www.audible.com/pd/B0CZ1S9754
monthly,B0BTRB7KR8,Solo quiero que sepas,"Andrés Spyker,Kelly Spyker","Andrés Spyker,Kelly Spyker",,10.1,4.9,83,7.99,26.09,https://m.media-amazon.com/images/I/411MGMz410L._SL500_.jpg,https://www.audible.com/pd/B0BTRB7KR8
monthly,B0C6FTKBWK,The Beautiful People,Michelle Gable,Eleanor Caudill,,9.1,4.3,42,7.99,26.09,https://m.media-amazon.com/images/I/51PYz3w6z9L._SL500_.jpg,https://www.audible.com/pd/B0C6FTKBWK
monthly,B0B1N73JN4,I Love It When You Lie,Kristen Bird,,,9.6,4.3,33,7.99,26.09,https://m.media-amazon.com/images/I/51Z12Adw8PL._SL500_.jpg,https://www.audible.com/pd/B0B1N73JN4
monthly,B0FMB4GLQ9,Fumble into Forever,Elle Madearis,"Midnite Michael,J. Shani Michaels",,8.1,4.9,127,5.99,19.59,https://m.media-amazon.com/images/I/51-HpwU+jZL._SL500_.jpg,https://www.audible.com/pd/B0FMB4GLQ9
monthly,B0BNJHWVRD,The Inner Marriage,Elliott Saxby,Ryan Paige,,8.0,4.3,14,5.99,14.99,https://m.media-amazon.com/images/I/41fJKXkK1jL._SL500_.jpg,https://www.audible.com/pd/B0BNJHWVRD
monthly,B0CYNQQ5Y1,Rachel Hauck's Royal Wedding Collection,Rachel Hauck,"Lisa Larsen,Eleni Pappageorge,Julie Carr",,39.0,4.7,78,7.99,47.69,https://m.media-amazon.com/images/I/51qkPKcshdL._SL500_.jpg,https://www.audible.com/pd/B0CYNQQ5Y1
monthly,B0D8JRHP4F,The Antique Hunter's Death on the Red Sea,C.L. Miller,Fiona Hardingham,,9.1,4.6,48,5.99,19.49,https://m.media-amazon.com/images/I/51faT-4rvcL._SL500_.jpg,https://www.audible.com/pd/B0D8JRHP4F
monthly,B0CYJBD427,Why So Serious?,Mike Singer,Roger Wayne,,11.2,4.7,45,7.99,26.09,https://m.media-amazon.com/images/I/51h2qsXYzIL._SL500_.jpg,https://www.audible.com/pd/B0CYJBD427
monthly,B0CZM5FMWM,The Image of You,Adele Parks,Lucy Paterson,,13.3,4.3,61,7.99,29.69,https://m.media-amazon.com/images/I/51q+--9HlpL._SL500_.jpg,https://www.audible.com/pd/B0CZM5FMWM
monthly,B0DNG2JRQB,Addict,Blake Blessing,"Adam Gold,Bridget Bordeaux",,10.8,4.6,41,5.99,21.39,https://m.media-amazon.com/images/I/51VPbw8F3bL._SL500_.jpg,https://www.audible.com/pd/B0DNG2JRQB
monthly,B0BTJV89XC,Apaga el celular y enciende tu cerebro,Pablo Muñoz Iturrieta,Pablo Muñoz Iturrieta,,8.7,4.9,31,6.99,23.39,https://m.media-amazon.com/images/I/51Rg6qeqE9L._SL500_.jpg,https://www.audible.com/pd/B0BTJV89XC
monthly,B0C2W1ZX2J,For Your Eyes Only,Ian Fleming,Johnny Flynn,,6.5,4.5,17,5.99,21.59,https://m.media-amazon.com/images/I/41B88ZAAvcL._SL500_.jpg,https://www.audible.com/pd/B0C2W1ZX2J
monthly,B09SQGT7Z3,No es normal [It Is Not Normal],Viri Ríos,Maya Zapata,,8.8,4.7,79,6.99,25.19,https://m.media-amazon.com/images/I/41tbcVkDcVL._SL500_.jpg,https://www.audible.com/pd/B09SQGT7Z3
monthly,B0DVJ2LFTK,Peddler in Another World,"Hiiro Shimotsuki,Berenice Vourdon - translator",Tim Lounibos,,6.2,4.5,61,5.99,17.02,https://m.media-amazon.com/images/I/61bdIz-On8L._SL500_.jpg,https://www.audible.com/pd/B0DVJ2LFTK
monthly,B0FN8GQ1F5,Bittersweet Revenge,Riley Hart,Alex Kydd,,10.7,4.8,124,5.99,21.39,https://m.media-amazon.com/images/I/51IPcmHD+EL._SL500_.jpg,https://www.audible.com/pd/B0FN8GQ1F5
monthly,B0DCCHH3CX,With God in Russia,"Walter J. Ciszek,Daniel L. Flaherty",James Conlan,,13.5,4.8,35,7.99,29.69,https://m.media-amazon.com/images/I/51lbnne+elL._SL500_.jpg,https://www.audible.com/pd/B0DCCHH3CX
monthly,B0DD1VM49M,Broken Flames,MK Ahearn,"Amy Hall,Mark Montgomery",,9.1,3.9,76,5.99,20.49,https://m.media-amazon.com/images/I/518sYQ2tqyL._SL500_.jpg,https://www.audible.com/pd/B0DD1VM49M
monthly,B0FJ9D6V9B,Their Pretty Little Monster,Mila Young,"Alan Stone,Sable Stark,Theo Sinclair,Tom Haire",,13.6,4.3,73,6.99,22.79,https://m.media-amazon.com/images/I/518YLsMugML._SL500_.jpg,https://www.audible.com/pd/B0FJ9D6V9B
monthly,B0C7HKPCS4,How You Get the Girl,Anita Kelly,"Lindsey Dorcus,Gail Shalan",,11.4,4.6,62,6.99,25.19,https://m.media-amazon.com/images/I/41u8VuE4UDL._SL500_.jpg,https://www.audible.com/pd/B0C7HKPCS4
monthly,B0CJ5W1YD6,The Skill Code,Matt Beane,Joe Knezevich,,6.8,4.2,18,6.99,24.29,https://m.media-amazon.com/images/I/41mveYJG77L._SL500_.jpg,https://www.audible.com/pd/B0CJ5W1YD6
monthly,B0D3G62FT9,The Granddaughter,Bernhard Schlink,"Richard Burnip,Sarah Moule",,10.2,4.2,34,7.99,26.09,https://m.media-amazon.com/images/I/51FXlU82zyL._SL500_.jpg,https://www.audible.com/pd/B0D3G62FT9
monthly,1644110962,Icelandic Magic,Stephen E. Flowers Ph.D.,Micah Hanks,,3.1,4.7,44,4.99,13.49,https://m.media-amazon.com/images/I/51NfIduBWeL._SL500_.jpg,https://www.audible.com/pd/1644110962
monthly,B0F1W3437J,Nevermore,Miranda Lyn,"Jacci Prior,Gabriel Michael",,21.1,4.6,54,5.99,31.98,https://m.media-amazon.com/images/I/512REoqcQiL._SL500_.jpg,https://www.audible.com/pd/B0F1W3437J
monthly,B0CWWK7KQP,The Basketball 100,"The Athletic,David Aldridge,John Hollinger",Jaime Lincoln Smith,,20.8,4.7,31,7.99,41.39,https://m.media-amazon.com/images/I/41iIQtBRxAL._SL500_.jpg,https://www.audible.com/pd/B0CWWK7KQP
monthly,B0CWHM9THD,The Anti-Ableist Manifesto,Tiffany Yu,Tiffany Yu,,8.5,4.7,23,5.99,22.49,https://m.media-amazon.com/images/I/51-qTduHM4L._SL500_.jpg,https://www.audible.com/pd/B0CWHM9THD
monthly,B0BFTN4YNV,DMT and the Soul of Prophecy,Rick Strassman M.D.,Ross Douglas,,11.6,4.0,9,5.99,17.24,https://m.media-amazon.com/images/I/51F1Uoca7qL._SL500_.jpg,https://www.audible.com/pd/B0BFTN4YNV
monthly,B0BJ15H3RR,The Garden of Lost Secrets,Kelly Bowen,"Polly Lee,Marisa Calin,Matthew Wolf",,12.5,4.4,62,7.99,28.79,https://m.media-amazon.com/images/I/51x5vqduxLL._SL500_.jpg,https://www.audible.com/pd/B0BJ15H3RR
monthly,B0DQVMCZRV,Brixx: A Hood Love Story,Lakia,"Myles Washington,Simone Rothschild",,4.7,4.8,125,5.99,14.46,https://m.media-amazon.com/images/I/41MmQMeQqmL._SL500_.jpg,https://www.audible.com/pd/B0DQVMCZRV
monthly,B0FB5WRT1L,In My Hockey Era,Kendall Ryan,"J.F. Harding,Savannah Peachwood",,7.1,4.2,59,5.99,18.65,https://m.media-amazon.com/images/I/41fLvNloJaL._SL500_.jpg,https://www.audible.com/pd/B0FB5WRT1L
monthly,B0FCSVLMPN,Finlay,Lark Taylor,Dan Calley,,10.0,4.8,116,5.99,21.39,https://m.media-amazon.com/images/I/41l5zHCJ0dL._SL500_.jpg,https://www.audible.com/pd/B0FCSVLMPN
monthly,1644113627,Listening to Ecstasy,Charles Wininger,Charles Wininger,,9.6,4.6,33,5.99,16.49,https://m.media-amazon.com/images/I/51ldf5Zl1pL._SL500_.jpg,https://www.audible.com/pd/1644113627
monthly,B0D92QCHWP,The Summer of You and Me,Denise Hunter,Kim Churchill,,9.9,4.7,57,7.99,26.09,https://m.media-amazon.com/images/I/51xyb9flmHL._SL500_.jpg,https://www.audible.com/pd/B0D92QCHWP
monthly,B0DK463NC9,The Ex-Girlfriend Murder Club,Gloria Chao,Carolyn Kang,,9.8,3.8,77,7.99,26.09,https://m.media-amazon.com/images/I/41VHBLyxLpL._SL500_.jpg,https://www.audible.com/pd/B0DK463NC9
monthly,B0CBNKN5L1,The Twilight Garden,Sara Nisha Adams,"Shaheen Khan,Mikhail Sen,Emily Stride",,12.1,4.3,60,7.99,26.09,https://m.media-amazon.com/images/I/51MXwPRly6L._SL500_.jpg,https://www.audible.com/pd/B0CBNKN5L1
monthly,B0FKNFTJDH,Back in Blood,Natisha Raynor,"Myles Washington,Whitley Whitmore",,6.4,4.8,197,5.99,17.0,https://m.media-amazon.com/images/I/41QLKYzs6AL._SL500_.jpg,https://www.audible.com/pd/B0FKNFTJDH
monthly,B0B5HSSBZ1,The Secret Lives of Numbers,"Kate Kitagawa,Timothy Revell",Daphne Kouma,,8.2,4.5,14,6.99,25.19,https://m.media-amazon.com/images/I/416KxIOlv5L._SL500_.jpg,https://www.audible.com/pd/B0B5HSSBZ1
monthly,B0FN89XV4D,Voices,Joey Parker,"Michael Norman Johnson,Avery Wilde",,15.5,4.7,112,6.99,23.43,https://m.media-amazon.com/images/I/51GalFIZIFL._SL500_.jpg,https://www.audible.com/pd/B0FN89XV4D
monthly,B0DZY479DQ,Into the Fire,Sadie Hunt,"Alastair Haynesbridge,Erin Mallon",,7.3,4.6,54,5.99,18.65,https://m.media-amazon.com/images/I/51mHc3cIUdL._SL500_.jpg,https://www.audible.com/pd/B0DZY479DQ
monthly,B0CBL5WHQP,God's Ghostwriters,Candida Moss,Gabra Zackman,,8.2,4.8,39,5.99,22.49,https://m.media-amazon.com/images/I/51vnSntxsEL._SL500_.jpg,https://www.audible.com/pd/B0CBL5WHQP
monthly,B09VW76YKN,Los sueños de la niña de la montaña [The Dreams of the Mountain Girl],Eufrosina Cruz Mendoza,Gabriela Ramírez,,10.5,4.6,85,5.99,19.79,https://m.media-amazon.com/images/I/51-TORWnNSL._SL500_.jpg,https://www.audible.com/pd/B09VW76YKN
monthly,B0FJ2RSGHS,Reborn as a Dark Lord,Timothy W. Long,John Pirhalla,,15.9,4.5,88,6.99,24.38,https://m.media-amazon.com/images/I/51LGA3E6mBL._SL500_.jpg,https://www.audible.com/pd/B0FJ2RSGHS
monthly,B0FNYV9XK3,Blizzards and Bastards,C.M. Stunich,"Brooke Daniels,Troy Duran",,8.0,4.6,119,5.99,18.65,https://m.media-amazon.com/images/I/61nxxvOdXSL._SL500_.jpg,https://www.audible.com/pd/B0FNYV9XK3
monthly,B00M754R6O,Si quieres caminar sobre las aguas tiene que salir de la barca,John Ortberg,Alberto Zubieta,,7.8,4.8,96,6.99,23.39,https://m.media-amazon.com/images/I/51gx02VYLRL._SL500_.jpg,https://www.audible.com/pd/B00M754R6O
monthly,B0CCW6KR36,Burnout Immunity,Kandi Wiens,Eleanor Caudill,,8.0,4.7,3,6.99,25.19,https://m.media-amazon.com/images/I/41kqrZZaBiL._SL500_.jpg,https://www.audible.com/pd/B0CCW6KR36
monthly,B0DTBFZ1QT,Pick a Color,Souvankham Thammavongsa,Zoe Doyle,,4.8,3.5,32,5.99,17.09,https://m.media-amazon.com/images/I/41uPnZrzIPL._SL500_.jpg,https://www.audible.com/pd/B0DTBFZ1QT
monthly,B0CR6LHF6F,Building Material,Stephen Bruno,Stephen Bruno,,8.9,3.6,25,7.99,26.09,https://m.media-amazon.com/images/I/41LDM33tsyL._SL500_.jpg,https://www.audible.com/pd/B0CR6LHF6F
monthly,B0D8C4NNMC,Home and Alone,Daniel Stern,Daniel Stern,,9.6,4.6,70,5.99,20.19,https://m.media-amazon.com/images/I/418KM2OCBtL._SL500_.jpg,https://www.audible.com/pd/B0D8C4NNMC
monthly,B0F8R7BZ3W,Good Intentions,Brandon Massey,William Wells,,6.1,4.5,105,5.99,17.24,https://m.media-amazon.com/images/I/51fNwWAft9L._SL500_.jpg,https://www.audible.com/pd/B0F8R7BZ3W
monthly,B0D6WHM3D2,The Undead Fox of Deadwood Forest (Newbery Honor Award Winner),Aubrey Hartman,Marisa Calin,,6.5,4.7,50,6.99,22.49,https://m.media-amazon.com/images/I/51uRXYq1g8L._SL500_.jpg,https://www.audible.com/pd/B0D6WHM3D2
monthly,B0BJ545YXH,Before She Finds Me,Heather Chavez,Megan Tusing,,11.1,4.4,94,6.99,25.19,https://m.media-amazon.com/images/I/41eP3PEBL3L._SL500_.jpg,https://www.audible.com/pd/B0BJ545YXH
monthly,B01BYS8H1A,arte tolteca de la vida y la muerte (The Toltec Art of Life and Death),Don Miguel Ruiz,Horacio Mancilla,,12.3,4.0,24,7.99,26.09,https://m.media-amazon.com/images/I/61jgvyjUU-L._SL500_.jpg,https://www.audible.com/pd/B01BYS8H1A
monthly,B0B8PHLC3M,The Big Reveal,Sasha Velour,Sasha Velour,,6.2,4.8,57,6.99,25.19,https://m.media-amazon.com/images/I/519Xiv-JXQL._SL500_.jpg,https://www.audible.com/pd/B0B8PHLC3M
monthly,B0CNDCTHY3,How to Talk with Anyone about Anything,"Harville Hendrix Ph.D.,Helen LaKelly Hunt,Daniel J. Siegal M.D. - introduction",Rick Adamson,,7.0,3.5,4,5.99,20.69,https://m.media-amazon.com/images/I/41kX859vHSL._SL500_.jpg,https://www.audible.com/pd/B0CNDCTHY3
monthly,B0F4557PLR,The Dread Descendant,Lauren Cate Leake,"Sasha Higgins,Will M. Watt",,16.9,3.6,19,6.99,25.72,https://m.media-amazon.com/images/I/51v+sCgbEkL._SL500_.jpg,https://www.audible.com/pd/B0F4557PLR
monthly,B0CNJ55NLW,Wordhunter,Stella Sands,Jeremy Carlisle Parker,,7.8,3.9,53,6.99,23.39,https://m.media-amazon.com/images/I/41xsoqOGbbL._SL500_.jpg,https://www.audible.com/pd/B0CNJ55NLW
monthly,B0D1DM4PPD,How to Chase Change,Alexis Fernandez-Preiksa,Alexis Fernandez-Preiksa,,6.2,4.5,11,5.99,14.99,https://m.media-amazon.com/images/I/51HL0Cg0fGL._SL500_.jpg,https://www.audible.com/pd/B0D1DM4PPD
monthly,B0FHKDKNLZ,Always Watching,"Lee McCormick,RS McKenzie","Curtis Michael Holland,Michael Dean",,8.8,4.7,118,5.99,19.59,https://m.media-amazon.com/images/I/51rBeVfZtwL._SL500_.jpg,https://www.audible.com/pd/B0FHKDKNLZ
monthly,B0FH2XY8QT,Dungeon Explorers Omnibus: Books 1-3,"Alex Prone,Marcus Sloss","Melanie Hastings,Boise Blue",,24.7,4.6,52,5.99,32.95,https://m.media-amazon.com/images/I/51coVUzF-PL._SL500_.jpg,https://www.audible.com/pd/B0FH2XY8QT
monthly,B0FM8V4HPV,Hoop Session,Aubry J.,"Star Williams,Jaceon Hunter",,8.8,4.7,120,5.99,19.07,https://m.media-amazon.com/images/I/41uVAVaVpBL._SL500_.jpg,https://www.audible.com/pd/B0FM8V4HPV
monthly,B0F84GCHH8,The Ruling Class,Jennifer Lynn Barnes,Ina-Marie Smith,,10.1,4.4,25,5.99,21.09,https://m.media-amazon.com/images/I/51nYzLas57L._SL500_.jpg,https://www.audible.com/pd/B0F84GCHH8
monthly,B0FJK8657T,Grimoires and Gunsmoke 1: A Portal Fantasy Epic,S. Dudley,"Tony Isabella,Jess Moran",,10.3,4.5,96,5.99,21.55,https://m.media-amazon.com/images/I/51IMrOuapNL._SL500_.jpg,https://www.audible.com/pd/B0FJK8657T
monthly,B0FC6TWXGM,What I Should Have Done,R.L. Atkinson,"Austin Stone,Sable Lyn",,13.0,4.2,23,6.99,22.79,https://m.media-amazon.com/images/I/41dWO0s5YKL._SL500_.jpg,https://www.audible.com/pd/B0FC6TWXGM
monthly,B0C28VV4C4,The Boy with the Star Tattoo,Talia Carner,Carlotta Brentan,,14.7,4.5,33,7.99,29.69,https://m.media-amazon.com/images/I/51FGz4kycqL._SL500_.jpg,https://www.audible.com/pd/B0C28VV4C4
monthly,B06ZZLYD8X,Liderazgo,Brian Tracy,Johnny Pena,,2.6,4.9,27,4.99,16.19,https://m.media-amazon.com/images/I/310rVr1DyLL._SL500_.jpg,https://www.audible.com/pd/B06ZZLYD8X
monthly,B0FJJF4L3Y,Voiceless,M. Sinclair,"Gabriel Spires,Maeve York",,5.6,4.5,76,5.99,15.72,https://m.media-amazon.com/images/I/51txP7unNuL._SL500_.jpg,https://www.audible.com/pd/B0FJJF4L3Y
monthly,B0FRPX15HB,Magical Girl Mechanical Heart: Volume 1,Natalie Maher,Marissa Parness,,24.4,4.9,115,5.99,32.95,https://m.media-amazon.com/images/I/51MvXcy3lCL._SL500_.jpg,https://www.audible.com/pd/B0FRPX15HB
monthly,B0DGVTLSHD,The Floating World,Axie Oh,Eden Jun,,11.1,4.3,40,6.99,22.02,https://m.media-amazon.com/images/I/51bX1iWKa0L._SL500_.jpg,https://www.audible.com/pd/B0DGVTLSHD
monthly,B0C7F266F7,"Truly, Madly, Deeply",Alexandria Bellefleur,Lauren Sweet,,9.6,4.3,60,7.99,26.09,https://m.media-amazon.com/images/I/51lEwks-njL._SL500_.jpg,https://www.audible.com/pd/B0C7F266F7
monthly,B0F85VZBMV,Igniting Cinder,Holly Roberds,"David Lee Huynh,Emery Erickson",,11.2,4.6,72,6.99,21.62,https://m.media-amazon.com/images/I/51YpD-AjJ+L._SL500_.jpg,https://www.audible.com/pd/B0F85VZBMV
monthly,B0D92YKK9Q,The Problem of Life,Mark Clark,Mark Clark,,8.3,4.8,26,6.99,23.39,https://m.media-amazon.com/images/I/515wdm-MjpL._SL500_.jpg,https://www.audible.com/pd/B0D92YKK9Q
monthly,B0DMTKYW5J,The Queens of Renthia Trilogy,Sarah Beth Durst,Khristine Hvam,,42.7,4.7,12,7.99,62.99,https://m.media-amazon.com/images/I/51Gn-DcyVbL._SL500_.jpg,https://www.audible.com/pd/B0DMTKYW5J
monthly,B0FDLDTHT7,Vainglory,Plum Parrot,Robb Moreira,,18.9,4.6,95,5.99,26.88,https://m.media-amazon.com/images/I/513odBzBzPL._SL500_.jpg,https://www.audible.com/pd/B0FDLDTHT7
monthly,B0GRCRMZRR,Starship New Jersey Box Set: The Complete 10-Book SciFi Series,Scott Bartlett,Mark Boyett,,68.5,4.7,48,5.99,32.95,https://m.media-amazon.com/images/I/51kJo4UwSaL._SL500_.jpg,https://www.audible.com/pd/B0GRCRMZRR
monthly,B0CKNLP7PG,The Mighty Moo,Nathan Canestaro,Dan Woren,,13.5,4.7,64,7.99,28.79,https://m.media-amazon.com/images/I/41Sh5uMfKdL._SL500_.jpg,https://www.audible.com/pd/B0CKNLP7PG
monthly,B0CKNKKNQS,More Days at the Morisaki Bookshop,Satoshi Yagisawa,Catherine Ho,,5.3,4.4,55,5.99,21.59,https://m.media-amazon.com/images/I/61+ZR41ScCL._SL500_.jpg,https://www.audible.com/pd/B0CKNKKNQS
monthly,B0D3S155PF,"Good Game, No Rematch",Mike Drucker,Mike Drucker,,7.5,4.5,45,5.99,21.59,https://m.media-amazon.com/images/I/61T-oYecZ4L._SL500_.jpg,https://www.audible.com/pd/B0D3S155PF
monthly,B0BK2RX5SB,The Duchess Effect,Tracey Livesay,"Wesleigh Siobhan,Antony Ferguson",,10.1,4.6,81,7.99,26.09,https://m.media-amazon.com/images/I/51QHmi3TCxL._SL500_.jpg,https://www.audible.com/pd/B0BK2RX5SB
monthly,B0DT2DDLTM,Crimson Shadows,Eve Newton,"Sofia Lette,Jamie Treselyan",,10.3,4.4,50,5.99,21.39,https://m.media-amazon.com/images/I/51Q4ffIEZKL._SL500_.jpg,https://www.audible.com/pd/B0DT2DDLTM
monthly,B0CR6MLLPQ,Lawless,Ilya Shapiro,Fred Stella,,10.5,4.7,13,7.99,26.09,https://m.media-amazon.com/images/I/51dDQXuVBkL._SL500_.jpg,https://www.audible.com/pd/B0CR6MLLPQ
monthly,B0F9BTKSWR,Nobody Loves Me Like You Do,Tacarra,"Ja'Air Bush,Dylan Ford",,6.4,4.8,133,5.99,17.0,https://m.media-amazon.com/images/I/51a4u4JBL0L._SL500_.jpg,https://www.audible.com/pd/B0F9BTKSWR
monthly,B0CL5B56BR,"El león, la bruja y el ropero",C. S. Lewis,Idzi Dutkiewicz,,4.3,4.9,29,5.99,17.99,https://m.media-amazon.com/images/I/51Qi6CxLX5L._SL500_.jpg,https://www.audible.com/pd/B0CL5B56BR
monthly,B0DK9S1JXL,"My Happy Marriage, Vol. 2","Akumi Agitogi,Tsukiho Tsukioka,David Musto - translator","Miranda Parkin,Damien Haas",,5.5,4.8,29,6.99,23.38,https://m.media-amazon.com/images/I/51ZDwIwcUmL._SL500_.jpg,https://www.audible.com/pd/B0DK9S1JXL
monthly,B0BVKVL8Q5,After the Forest,Kell Woods,Esther Wane,,13.9,4.6,63,5.99,21.74,https://m.media-amazon.com/images/I/51IY1O4+zjL._SL500_.jpg,https://www.audible.com/pd/B0BVKVL8Q5
monthly,B09XZDDR1W,City of Nightmares,Rebecca Schaeffer,Saskia Maarleveld,,8.7,4.2,133,6.99,25.19,https://m.media-amazon.com/images/I/51j7G2zozCL._SL500_.jpg,https://www.audible.com/pd/B09XZDDR1W
monthly,B0CS3Y4MX2,The Lantern of Lost Memories,Sanaka Hiiragi,Hanako Footman,,5.0,4.6,85,5.99,17.09,https://m.media-amazon.com/images/I/41coEvWp5jL._SL500_.jpg,https://www.audible.com/pd/B0CS3Y4MX2
monthly,B0FMFWT6F4,Carrying a Thug's Heart,Thee Tasha Marie,"Alyx Monroe,Ace Bentley",,5.0,4.8,138,5.99,15.72,https://m.media-amazon.com/images/I/51RhU0tICWL._SL500_.jpg,https://www.audible.com/pd/B0FMFWT6F4
monthly,B0CPGN64XF,Marriage & Masti,Nisha Sharma,"Vikas Adam,Soneela Nankani",,10.4,4.7,52,7.99,26.09,https://m.media-amazon.com/images/I/41LW6eS6TJL._SL500_.jpg,https://www.audible.com/pd/B0CPGN64XF
monthly,B0BKJD8N15,Queen of Exiles,Vanessa Riley,Robin Miles,,17.8,4.3,24,6.99,35.99,https://m.media-amazon.com/images/I/51FZsFUrTbL._SL500_.jpg,https://www.audible.com/pd/B0BKJD8N15
monthly,B0C9F6QD48,The Duchess,Sophie Jordan,Mary Jane Wells,,7.6,4.5,61,6.99,23.39,https://m.media-amazon.com/images/I/515qcveTr5L._SL500_.jpg,https://www.audible.com/pd/B0C9F6QD48
monthly,B0D7WBMW76,Let Them Stare,"Jonathan Van Ness,Julie Murphy","Jonathan Van Ness,Jeremy Arthur",,10.1,4.6,36,7.99,26.09,https://m.media-amazon.com/images/I/51ng1-ulHZL._SL500_.jpg,https://www.audible.com/pd/B0D7WBMW76
monthly,B0F7C6K4QK,Conquerors’ Pride,Timothy Zahn,Derek Shoales,,10.7,4.4,27,5.99,21.55,https://m.media-amazon.com/images/I/51rHlJj1IJL._SL500_.jpg,https://www.audible.com/pd/B0F7C6K4QK
monthly,B0CBNK9HQ6,Dragonfruit,Makiia Lucier,Mapuana Makia,,8.2,4.2,76,6.99,23.39,https://m.media-amazon.com/images/I/51px+k25NEL._SL500_.jpg,https://www.audible.com/pd/B0CBNK9HQ6
monthly,B09DGS85QJ,The Luminous Landscape of the Afterlife,Matthew McKay,Matthew McKay,,4.7,4.9,28,5.99,14.99,https://m.media-amazon.com/images/I/51OjRPDSLlL._SL500_.jpg,https://www.audible.com/pd/B09DGS85QJ
monthly,B0714L699G,Gerencia,Brian Tracy,Johnny Pena,,2.6,4.6,56,4.99,16.19,https://m.media-amazon.com/images/I/51Ofe4GIcML._SL500_.jpg,https://www.audible.com/pd/B0714L699G
monthly,B0F6YXPRVX,Love and Lattes at Pumpkin Hollow,Victoria Walters,Bethany O'Halloran,,8.6,4.2,57,5.99,19.59,https://m.media-amazon.com/images/I/51z5qdLljxL._SL500_.jpg,https://www.audible.com/pd/B0F6YXPRVX
monthly,B0D4BDR14J,Lore of the Tides,Analeigh Sbrana,Marcella Cox,,14.5,4.3,70,7.99,29.69,https://m.media-amazon.com/images/I/51HIELj1W+L._SL500_.jpg,https://www.audible.com/pd/B0D4BDR14J
monthly,B0FTTLXC2V,Slayer’s Return,Felix Taylor,Jonathan Waters,,15.7,4.5,61,6.99,24.38,https://m.media-amazon.com/images/I/51bOeHK0XeL._SL500_.jpg,https://www.audible.com/pd/B0FTTLXC2V
monthly,B0FHL18HRK,Endless Anger,Sav R. Miller,"Dane Anderson,Raven Wildewood",,13.7,4.3,53,6.99,22.79,https://m.media-amazon.com/images/I/51nVUxgpgEL._SL500_.jpg,https://www.audible.com/pd/B0FHL18HRK
monthly,B0FJ2VBQ6D,By the Letter,Julia Wolf,"Avery Reid,James Cassidy",,10.3,4.6,68,5.99,21.39,https://m.media-amazon.com/images/I/51JmcWNZhvL._SL500_.jpg,https://www.audible.com/pd/B0FJ2VBQ6D
monthly,B0FJK2BCJS,Burn It Down,Jillian D. Wray,"Liam DiCosimo,Logan Anare",,10.9,4.5,66,5.99,21.39,https://m.media-amazon.com/images/I/51LQv6nudML._SL500_.jpg,https://www.audible.com/pd/B0FJK2BCJS
monthly,B0D7N3BY3Y,Don't Sweat the Small Stuff Every Day,"Richard Carlson,Kristine Carlson",Kristine Carlson,,9.4,4.7,9,6.99,25.19,https://m.media-amazon.com/images/I/41USjDq52FL._SL500_.jpg,https://www.audible.com/pd/B0D7N3BY3Y
monthly,1644113066,Sacred Energies of the Sun and Moon,Erika Buenaflor M.A. J.D.,Luke Bob Robinson,,6.0,4.0,13,5.99,14.99,https://m.media-amazon.com/images/I/51TwPIatMDL._SL500_.jpg,https://www.audible.com/pd/1644113066
monthly,B0781B4133,No es por vista,Cash Luna,Francisco Veliz,,8.8,4.8,71,7.99,26.09,https://m.media-amazon.com/images/I/51XMDnBr2uL._SL500_.jpg,https://www.audible.com/pd/B0781B4133
monthly,0718096851,La mejor inversión de un líder,John C. Maxwell,Johnny Pena,,8.4,5.0,24,6.99,23.39,https://m.media-amazon.com/images/I/41qPSfgjd9L._SL500_.jpg,https://www.audible.com/pd/0718096851
monthly,B0FQYGWZ7X,A Liar's Twisted Tongue,Caroline Cusanelli,"John William Maddux,Ash Kingsley",,22.1,4.1,14,5.99,32.95,https://m.media-amazon.com/images/I/51IcuGNkxWL._SL500_.jpg,https://www.audible.com/pd/B0FQYGWZ7X
monthly,B09SM5LYPQ,Plenitud de vida,"Josh McDowell,Ben Bennett","Antonio Raluy,Alan Alarcon",,7.6,5.0,4,6.99,23.39,https://m.media-amazon.com/images/I/512ogWGh-xL._SL500_.jpg,https://www.audible.com/pd/B09SM5LYPQ
monthly,0829742042,Una vida mejor,Christy Muller,Christy Muller,,8.8,4.9,63,7.99,26.09,https://m.media-amazon.com/images/I/51-7RVrhPsL._SL500_.jpg,https://www.audible.com/pd/0829742042
