region,type,asin,title,author,narrator,genre,categories,tags,length_hours,rating,rating_count,price,regular_price,cover_url,audible_url
us,monthly,B0CPT7SR8F,Twilight of Embers,Tessa Hale,"Vanessa Moyen,Joe Arden,Jason Clarke,Connor Crais,Teddy Hamilton,Jacob Morgan",Romance,Romance; Paranormal; Romantic Suspense,Literature & Fiction,6.8,4.6,861,5.99,15.69,https://m.media-amazon.com/images/I/515LtF1NkGL._SL500_.jpg,https://www.audible.com/pd/B0CPT7SR8F
us,monthly,B0924XYV2P,Scientific Principles of Hypertrophy Training,"Dr. Mike Israetel,Dr. James Hoffmann,Dr. Melissa Davis,Jared Feather",Dr. James Hoffmann,Health & Wellness,"Health & Wellness; Fitness, Diet & Nutrition; Exercise & Fitness",,10.2,4.8,199,5.99,20.62,https://m.media-amazon.com/images/I/51ToKF07S-S._SL500_.jpg,https://www.audible.com/pd/B0924XYV2P
us,monthly,B0D54P6VT3,Access Super Consciousness,RJ Spina,RJ Spina,Health & Wellness,Health & Wellness; Alternative & Complementary Medicine; Meditation; Religion & Spirituality; Spirituality,,7.8,4.4,216,6.99,26.55,https://m.media-amazon.com/images/I/41vHxFxNCRL._SL500_.jpg,https://www.audible.com/pd/B0D54P6VT3
us,monthly,B0CLYQ1HMF,What Did You Do?,Jeneane O'Riley,"Justin Hill,Emily Devereux",Romance,Romance; Action & Adventure; Fantasy; Paranormal,,11.8,4.4,915,5.99,21.02,https://m.media-amazon.com/images/I/51mhpvz4U1L._SL500_.jpg,https://www.audible.com/pd/B0CLYQ1HMF
us,monthly,B0C672F3Q3,Wizard in Exile,Michael G. Manning,Tim Gerard Reynolds,Science Fiction & Fantasy,Science Fiction & Fantasy; Fantasy; Action & Adventure; Epic; Sword & Sorcery,sword_&_sorcery; Literature & Fiction,23.4,4.5,1120,5.99,31.64,https://m.media-amazon.com/images/I/61zazse-RRL._SL500_.jpg,https://www.audible.com/pd/B0C672F3Q3
us,monthly,B0C1CV2CBH,Razor 03,Alan C. Mack,Alan C. Mack,Biographies & Memoirs,Biographies & Memoirs; Military & War; Afghan & Iraq Wars; History; Military; Wars & Conflicts; Afghan War; Iraq War,,9.4,4.8,487,5.99,19.89,https://m.media-amazon.com/images/I/51qQj5SJFUL._SL500_.jpg,https://www.audible.com/pd/B0C1CV2CBH
us,monthly,B0DH6GD6L7,Older,Jennifer Hartmann,"Greyson Ash,Gideon Frost",Romance,Romance; Contemporary,Literature & Fiction,16.1,4.3,1484,6.99,25.72,https://m.media-amazon.com/images/I/51Ou488tiyL._SL500_.jpg,https://www.audible.com/pd/B0DH6GD6L7
us,monthly,B0D4BD7FKC,Carnivore Diet,Shawn Baker,Callen Friesen,Health & Wellness,"Health & Wellness; Fitness, Diet & Nutrition; Diets, Nutrition & Healthy Eating",,7.8,4.9,236,5.99,17.91,https://m.media-amazon.com/images/I/51pfcR+ZsML._SL500_.jpg,https://www.audible.com/pd/B0D4BD7FKC
us,monthly,B0BRM9SGPX,The Shop Around the Corner,Anne-Marie Meyer,Liz Krane,Literature & Fiction,Literature & Fiction; Women's Fiction; Romance; Contemporary,Literature & Fiction,6.7,4.5,230,5.99,15.63,https://m.media-amazon.com/images/I/519M252rR+L._SL500_.jpg,https://www.audible.com/pd/B0BRM9SGPX
us,monthly,B0C11367V2,"Building Thinking Classrooms in Mathematics, Grades K-12",Peter Liljedahl,Marlin May,Education & Learning,Education & Learning; Education; Politics & Social Sciences; Social Sciences; Science & Engineering; Mathematics,,11.4,4.6,36,5.99,20.83,https://m.media-amazon.com/images/I/41ZVOuEKfxL._SL500_.jpg,https://www.audible.com/pd/B0C11367V2
us,monthly,B0CLQ1SSZJ,House of Striking Oaths,Olivia Wildenstein,Olivia King,Romance,Romance; Fantasy; Science Fiction & Fantasy; Fairy Tales,Literature & Fiction,15.9,4.6,575,6.99,24.95,https://m.media-amazon.com/images/I/510mU6o8WML._SL500_.jpg,https://www.audible.com/pd/B0CLQ1SSZJ
us,monthly,B08VPVVDFD,Violence of Mind,Varg Freeborn,Varg Freeborn,Politics & Social Sciences,Politics & Social Sciences; Social Sciences; Criminology; Sports & Outdoors; Combat Sports & Self-Defense,,8.7,4.7,584,5.99,18.57,https://m.media-amazon.com/images/I/61w4dJMCkvL._SL500_.jpg,https://www.audible.com/pd/B08VPVVDFD
us,monthly,B01FREYITW,The Five Years Before You Retire,Emily Guy Birken,Callie Beaulieu,Business & Careers,Business & Careers; Money & Finance; Personal Finance; Retirement Planning,la_confidential,6.2,4.1,170,5.99,17.0,https://m.media-amazon.com/images/I/51D8jZCkPvL._SL500_.jpg,https://www.audible.com/pd/B01FREYITW
us,monthly,B01GOLTYSC,This Is Your Brain on Parasites,Kathleen McAuliffe,Nicol Zanzarella,Health & Wellness,Health & Wellness; Psychology & Mental Health; Mental Health; Psychology; Politics & Social Sciences; Anthropology; Science & Engineering; Science; Biological Sciences; Biology,la_confidential,8.3,4.4,1136,5.99,17.95,https://m.media-amazon.com/images/I/616Z9aXJ7oL._SL500_.jpg,https://www.audible.com/pd/B01GOLTYSC
us,monthly,B082YDG5M9,Where the Blame Lies,Mia Sheridan,"Teddy Hamilton,Callie Dalton","Mystery, Thriller & Suspense","Mystery, Thriller & Suspense; Thriller & Suspense; Crime Thrillers; Romance; Romantic Suspense",la_confidential; Literature & Fiction,10.9,4.6,3797,5.99,20.62,https://m.media-amazon.com/images/I/51qhLteRwXL._SL500_.jpg,https://www.audible.com/pd/B082YDG5M9
us,monthly,B0CNF3G2LF,Relaxed,Megan Fate Marshman,Megan Marshman,Religion & Spirituality,Religion & Spirituality; Christianity; Christian Living; Spiritual Growth,,7.2,4.9,232,5.99,21.59,https://m.media-amazon.com/images/I/41iA6VPyEuL._SL500_.jpg,https://www.audible.com/pd/B0CNF3G2LF
us,monthly,B09VVCK4RY,The Fiat Standard,Saifedean Ammous,"Saifedean Ammous,Guy Swann",Money & Finance,Money & Finance; Economics; Macroeconomics,,12.7,4.7,444,6.99,21.45,https://m.media-amazon.com/images/I/41Rbtmu08UL._SL500_.jpg,https://www.audible.com/pd/B09VVCK4RY
us,monthly,B0B94LSZVY,Fractured Freedom,Shain Rose,"Wen Ross,Kai Kennicott","Mystery, Thriller & Suspense","Mystery, Thriller & Suspense; Crime Fiction; Romance; Contemporary; Romantic Suspense",alpha_hero; second_chances; Literature & Fiction,10.4,4.4,658,5.99,20.78,https://m.media-amazon.com/images/I/511BbVwvajL._SL500_.jpg,https://www.audible.com/pd/B0B94LSZVY
us,monthly,B07GFVRBVZ,Allison's Adventures in Underland: A Dark Reverse Harem Romance (Harem of Hearts),C.M. Stunich,"Kylie Stewart,Eric Rolon",Romance,Romance; Paranormal; Science Fiction & Fantasy; Fantasy,Literature & Fiction,6.4,4.5,1194,5.99,16.13,https://m.media-amazon.com/images/I/51BjnQr1CiL._SL500_.jpg,https://www.audible.com/pd/B07GFVRBVZ
us,monthly,B0CQRP7R19,Crossroads,Devney Perry,"Samantha Brentmoor,Connor Crais",Romance,Romance; Contemporary; Westerns,Literature & Fiction,8.8,4.5,2338,5.99,19.59,https://m.media-amazon.com/images/I/51KTNWeZ8VL._SL500_.jpg,https://www.audible.com/pd/B0CQRP7R19
us,monthly,B0C8V9DRZ8,My Fault,Mercedes Ron,"Hannah Carmona,Hugo Locke",Teen & Young Adult,"Teen & Young Adult; Mystery, Thriller & Suspense; Thrillers & Suspense; Romance; Contemporary; Romantic Suspense",,12.5,4.4,363,6.99,21.94,https://m.media-amazon.com/images/I/51hNDsKPw2L._SL500_.jpg,https://www.audible.com/pd/B0C8V9DRZ8
us,monthly,B0BRQXLKMS,Learn Spanish for Beginners and Adults,"Patrick Jackson,Valentino Blanco","Diego Martinez,Liliana Sanchez",Education & Learning,Education & Learning; Language Learning; Spanish,,21.9,4.8,163,5.99,31.61,https://m.media-amazon.com/images/I/51AUSxaeR+L._SL500_.jpg,https://www.audible.com/pd/B0BRQXLKMS
us,monthly,B07X5BJ1TY,"No Self, No Problem",Chris Niebauer PhD,Charlie Varon,Health & Wellness,Health & Wellness; Psychology & Mental Health; Psychology; Politics & Social Sciences; Philosophy; Eastern; Religion & Spirituality; Buddhism,,3.6,4.8,781,5.99,14.95,https://m.media-amazon.com/images/I/41aT+8f5ewL._SL500_.jpg,https://www.audible.com/pd/B07X5BJ1TY
us,monthly,B0C9VQYSP2,Blood on Their Hands,Mandy Matney,Mandy Matney,Biographies & Memoirs,"Biographies & Memoirs; True Crime; Con Artists, Hoaxes & Deceptions; Murder; Health & Wellness; Medicine & Health Care Industry; History & Commentary",,10.6,4.1,892,6.99,25.19,https://m.media-amazon.com/images/I/61I327N3tNL._SL500_.jpg,https://www.audible.com/pd/B0C9VQYSP2
us,monthly,B0C6FSP3RY,All Hope is Found,Sarah Jakes Roberts,Sarah Jakes Roberts,"Relationships, Parenting & Personal Development","Relationships, Parenting & Personal Development; Personal Development; Personal Success; Religion & Spirituality; Christianity; Christian Living; Spiritual Growth; Women's Christian Living; Ministry & Evangelism; Counseling",,3.4,4.9,242,5.99,16.19,https://m.media-amazon.com/images/I/410SUNsmZqL._SL500_.jpg,https://www.audible.com/pd/B0C6FSP3RY
us,monthly,B0FF64ZMT4,The Unselected Journals of Emma M. Lion: Vol. 3,Beth Brower,Genevieve Gaunt,Literature & Fiction,Literature & Fiction; Historical Fiction; Women's Fiction; Comedy & Humor,,6.8,4.9,339,5.99,17.0,https://m.media-amazon.com/images/I/51CGMzKfNVL._SL500_.jpg,https://www.audible.com/pd/B0FF64ZMT4
us,monthly,B0B5M1T95R,Black Hamptons,"Carl Weber,La Jill Hunt","Ace Bentley,Chanté Ellison,Dylan Ford,Ebony Mendez,Michael Rishawn",Literature & Fiction,Literature & Fiction; Genre Fiction; City Life; Sagas; Urban; African American,,10.4,4.6,1101,5.99,20.25,https://m.media-amazon.com/images/I/51g0qhzF+FL._SL500_.jpg,https://www.audible.com/pd/B0B5M1T95R
us,monthly,B0CN9RY2DQ,Arkangel,James Rollins,Christian Baskous,Literature & Fiction,"Literature & Fiction; Action & Adventure; Mystery, Thriller & Suspense; Thriller & Suspense; Genre Fiction; War & Military; Military; Suspense",,16.8,4.6,372,6.99,35.99,https://m.media-amazon.com/images/I/518ub9HTM6L._SL500_.jpg,https://www.audible.com/pd/B0CN9RY2DQ
us,monthly,B0161JXOE2,Alice in Chains,David de Sola,Sebastian York,Arts & Entertainment,Arts & Entertainment; Music; Biographies & Memoirs; Entertainment & Celebrities,la_confidential,12.4,4.5,995,6.99,20.92,https://m.media-amazon.com/images/I/61jM0aU9-qL._SL500_.jpg,https://www.audible.com/pd/B0161JXOE2
us,monthly,B0CM6XDBTD,Upon Waking,Jackie Hill Perry,Jackie Hill Perry,Religion & Spirituality,Religion & Spirituality; Christianity; Christian Living; Devotionals; Spiritual Growth,,3.5,5.0,187,5.99,14.38,https://m.media-amazon.com/images/I/51-nxfnOaBL._SL500_.jpg,https://www.audible.com/pd/B0CM6XDBTD
us,monthly,B0BBNFG8W3,The Secret of The Science of Getting Rich,"Bob Proctor,Sandy Gallagher","Bob Proctor,Sandy Gallagher",Business & Careers,"Business & Careers; Career Success; Relationships, Parenting & Personal Development; Personal Development; Personal Success",,9.1,4.5,196,5.99,19.73,https://m.media-amazon.com/images/I/41yPL-yJsWL._SL500_.jpg,https://www.audible.com/pd/B0BBNFG8W3
us,monthly,B0BZJZNBVY,Mr. Sin,S.J. Tilly,"Aiden Snow,Michelle Sparks",Romance,Romance; Contemporary; Romantic Suspense,Literature & Fiction,9.3,4.7,968,5.99,20.34,https://m.media-amazon.com/images/I/51eeBSdM-rL._SL500_.jpg,https://www.audible.com/pd/B0BZJZNBVY
us,monthly,B0CQ395H8G,Wild for You,Kristen Proby,"Sebastian York,Emma Wilder",Romance,Romance; Contemporary; Westerns,age_gap; single_parent; opposites_attract,7.9,4.6,608,5.99,17.57,https://m.media-amazon.com/images/I/51odOOeBz+L._SL500_.jpg,https://www.audible.com/pd/B0CQ395H8G
us,monthly,B0B3SC7QK8,Parenting,"Andy Stanley,Sandra Stanley","Andy Stanley,Sandra Stanley","Relationships, Parenting & Personal Development","Relationships, Parenting & Personal Development; Parenting & Families; Adoption & Fostering; Fatherhood; Parents & Adult Children; Religion & Spirituality; Christianity; Christian Living; Family",,5.1,4.9,244,5.99,21.59,https://m.media-amazon.com/images/I/41rzBDjWd5L._SL500_.jpg,https://www.audible.com/pd/B0B3SC7QK8
us,monthly,1662007507,Nature's Best Hope,Douglas W. Tallamy,Adam Barr,Business & Careers,Business & Careers; Business Development & Entrepreneurship; Home & Garden; Gardening & Horticulture; Sustainable & Green Living; Science & Engineering; Science; Environment; Conservation; Nature & Ecology; Sports & Outdoors; Outdoors & Nature,,6.5,4.8,537,5.99,15.94,https://m.media-amazon.com/images/I/41kwqYGxl8L._SL500_.jpg,https://www.audible.com/pd/1662007507
us,monthly,B0CMY55BSK,You Are Here,David Nicholls,"Lee Ingleby,Lydia Leonard",Literature & Fiction,Literature & Fiction; Genre Fiction; Family Life; Literary Fiction; Romance; Contemporary; Comedy & Humor,,8.4,4.4,669,6.99,23.39,https://m.media-amazon.com/images/I/519cdzwWehL._SL500_.jpg,https://www.audible.com/pd/B0CMY55BSK
us,monthly,B0CJT9RN3Q,Contract of a Billionaire,Eva Winners,"Aiden Snow,Brooke Daniels",Romance,Romance; Contemporary; Multicultural,Literature & Fiction,10.6,4.6,922,5.99,20.8,https://m.media-amazon.com/images/I/51yg+xeTOIL._SL500_.jpg,https://www.audible.com/pd/B0CJT9RN3Q
us,monthly,B0C5KHDQ9P,Butter,Asako Yuzuki,Hanako Footman,Literature & Fiction,"Literature & Fiction; Genre Fiction; Literary Fiction; Psychological; Women's Fiction; Mystery, Thriller & Suspense; Thriller & Suspense",,17.2,4.0,334,6.99,35.99,https://m.media-amazon.com/images/I/41Iyhna9cpL._SL500_.jpg,https://www.audible.com/pd/B0C5KHDQ9P
us,monthly,1004011199,Becoming Bulletproof,Evy Poumpouras,Evy Poumpouras,Politics & Social Sciences,Politics & Social Sciences; Politics & Government; Freedom & Security; Intelligence & Espionage,,10.3,4.8,537,5.99,20.48,https://m.media-amazon.com/images/I/41IEVpOVaDL._SL500_.jpg,https://www.audible.com/pd/1004011199
us,monthly,B0CSLTBRJB,The Pucking Wrong Date,C.R. Jane,"Troy Duran,Alexis Paige",Romance,Romance; Contemporary; Sports,Literature & Fiction,10.3,4.7,960,5.99,21.39,https://m.media-amazon.com/images/I/51uOKZu2NeL._SL500_.jpg,https://www.audible.com/pd/B0CSLTBRJB
us,monthly,B0C8WGPGD7,"CompTIA A+ Certification All-in-One Exam Guide, Eleventh Edition (Exams 220-1101 & 220-1102)","Travis A. Everett,Andrew Hutz,Mike Meyers - editor",Timothy Howard Jackson,Education & Learning,Education & Learning; Study Guides & Test Preparation,,48.5,4.3,40,5.99,29.59,https://m.media-amazon.com/images/I/514PV9veF4L._SL500_.jpg,https://www.audible.com/pd/B0C8WGPGD7
us,monthly,B0D893FC6M,House of Crimson Hearts,Ruby Roe,"Allie Rose,Anais Inara Chase",LGBTQ+,LGBTQ+; Romance; Fantasy; Paranormal,,13.5,4.8,778,6.99,22.61,https://m.media-amazon.com/images/I/513BX4ALkSL._SL500_.jpg,https://www.audible.com/pd/B0D893FC6M
us,monthly,B07893TLMB,The Hospital,Barbara O'Hare,Charlie Sanderson,Biographies & Memoirs,"Biographies & Memoirs; True Crime; Relationships, Parenting & Personal Development; Parenting & Families; Dysfunctional Families; Relationships; Abuse; Child Abuse",,8.7,4.8,1358,5.99,18.39,https://m.media-amazon.com/images/I/61F65m4JRUL._SL500_.jpg,https://www.audible.com/pd/B07893TLMB
us,monthly,B0CLGN1BG4,Love Redesigned,Lauren Asher,"Noah B. Perez,Vanessa Vasquez",Romance,Romance; Contemporary; Multicultural,Literature & Fiction,11.7,4.5,752,6.99,24.95,https://m.media-amazon.com/images/I/518tQ8hmAqL._SL500_.jpg,https://www.audible.com/pd/B0CLGN1BG4
us,monthly,B0FM5NSGCJ,Breathe with Me,Becka Mack,"Alex Kydd,Avery Caris",Romance,Romance; Contemporary; Romantic Comedy; Sports,Literature & Fiction,17.9,4.8,727,6.99,26.38,https://m.media-amazon.com/images/I/51Wobwc4MOL._SL500_.jpg,https://www.audible.com/pd/B0FM5NSGCJ
us,monthly,B0CMVFFSMY,The Big Guy,Miranda Devine,Charles Constant,Biographies & Memoirs,Biographies & Memoirs; True Crime; Politics & Social Sciences; Politics & Government; Freedom & Security; National & International Security,,12.6,4.8,153,7.99,29.69,https://m.media-amazon.com/images/I/51yEisTYQPL._SL500_.jpg,https://www.audible.com/pd/B0CMVFFSMY
us,monthly,B0CQ343MNR,Black Ocean: Mirth & Mayhem Complete Collection,J.S. Morin,Mikael Naramore,Science Fiction & Fantasy,Science Fiction & Fantasy; Fantasy; Action & Adventure; Science Fiction; Adventure; Space Opera,Literature & Fiction,91.1,4.5,495,5.99,29.99,https://m.media-amazon.com/images/I/51lFh6ZoJLL._SL500_.jpg,https://www.audible.com/pd/B0CQ343MNR
us,monthly,B0BMW7K78T,The Mitford Affair,Marie Benedict,Emma Griffiths,Literature & Fiction,Literature & Fiction; Historical Fiction; 20th Century; World War II & Holocaust; Women's Fiction,Literature & Fiction,10.9,4.1,314,5.99,20.25,https://m.media-amazon.com/images/I/61mwTCjK0wL._SL500_.jpg,https://www.audible.com/pd/B0BMW7K78T
us,monthly,1250804949,We Are the Brennans,Tracey Lange,Barrie Kreinik,Literature & Fiction,Literature & Fiction; Genre Fiction; Family Life; Historical Fiction; Women's Fiction; World Literature,,9.9,4.1,954,5.99,20.24,https://m.media-amazon.com/images/I/51FRAr4XTkS._SL500_.jpg,https://www.audible.com/pd/1250804949
us,monthly,1774240955,The Rebel of Raleigh High,Callie Hart,"Teddy Hamilton,Charlotte North",Romance,Romance; Contemporary,,10.2,4.6,1131,5.99,20.78,https://m.media-amazon.com/images/I/51lctftXtKL._SL500_.jpg,https://www.audible.com/pd/1774240955
us,monthly,B0FQK3QKLH,Bourbon and Proof,Victoria Wilder,"Victoria Connolly,Sean Masters",Romance,Romance; Action & Adventure; Romantic Suspense,Literature & Fiction,13.1,4.7,1235,6.99,22.79,https://m.media-amazon.com/images/I/51YuWnM7T+L._SL500_.jpg,https://www.audible.com/pd/B0FQK3QKLH
us,monthly,B0DCGPGVQP,Industrial Strength Magic,Macronomicon,"Steve Campbell,Jeff Hays,Annie Ellicott,Justin Thomas James",Science Fiction & Fantasy,Science Fiction & Fantasy; Fantasy; Science Fiction; Post-Apocalyptic,Literature & Fiction,24.0,4.8,1151,5.99,31.98,https://m.media-amazon.com/images/I/51gH3gJTYCL._SL500_.jpg,https://www.audible.com/pd/B0DCGPGVQP
us,monthly,B0FBS82DYN,"I, Starship",Scott Bartlett,Mark Boyett,Science Fiction & Fantasy,Science Fiction & Fantasy; Science Fiction; Military; Space Opera,Literature & Fiction,17.9,3.7,434,6.99,26.79,https://m.media-amazon.com/images/I/51+3vtQJlWL._SL500_.jpg,https://www.audible.com/pd/B0FBS82DYN
us,monthly,B0CZ4NP2YN,The Swimmer,Loreth Anne White,Reba Buhr,"Mystery, Thriller & Suspense","Mystery, Thriller & Suspense; Thriller & Suspense; Domestic Thrillers; Psychological; Suspense",Literature & Fiction,10.1,4.4,1619,5.99,20.85,https://m.media-amazon.com/images/I/410p4yI-rFL._SL500_.jpg,https://www.audible.com/pd/B0CZ4NP2YN
us,monthly,1644110016,Slave Species of the Gods,Michael Tellinger,Micah Hanks,Religion & Spirituality,Religion & Spirituality; Occult; Supernatural; Unexplained Mysteries,,21.2,4.6,403,5.99,18.74,https://m.media-amazon.com/images/I/51YwuldhBSL._SL500_.jpg,https://www.audible.com/pd/1644110016
us,monthly,1646892631,Understanding the Purpose and Power of Men,Myles Munroe,BZ Cullins,Politics & Social Sciences,Politics & Social Sciences; Social Sciences; Gender Studies; Religion & Spirituality; Christianity; Christian Living; Men's Christian Living; Spiritual Growth,,7.6,4.8,239,5.99,18.47,https://m.media-amazon.com/images/I/51u4J+rT6vS._SL500_.jpg,https://www.audible.com/pd/1646892631
us,monthly,B0CH3TJH3D,Letting Go of Overthinking in Relationships and Relationships Anxiety Workbook,Robert J. Charles,Rodney Tompkins,Health & Wellness,"Health & Wellness; Psychology & Mental Health; Psychology; Relationships, Parenting & Personal Development; Personal Development; Communication & Social Skills; Relationships; Marriage & Long-Term Partnerships",,5.2,4.7,259,5.99,16.0,https://m.media-amazon.com/images/I/51qjARtGUQL._SL500_.jpg,https://www.audible.com/pd/B0CH3TJH3D
us,monthly,0063069776,Find You First,Linwood Barclay,George Newbern,"Mystery, Thriller & Suspense","Mystery, Thriller & Suspense; Thriller & Suspense; Crime Thrillers; Psychological; Suspense",,11.1,4.5,2130,7.99,26.09,https://m.media-amazon.com/images/I/512Sj1o+PHL._SL500_.jpg,https://www.audible.com/pd/0063069776
us,monthly,B0FVG6LNDX,You're Next,Tate James,"Lilly Drake,James Joseph,Corvin King,Michael Gallagher,Gregory Salinas",Romance,Romance; Contemporary,,10.5,4.6,971,5.99,21.39,https://m.media-amazon.com/images/I/51I0RDhu9XL._SL500_.jpg,https://www.audible.com/pd/B0FVG6LNDX
us,monthly,B0B191ZX15,Crooked Paradise: The Complete Series,"Eva Chance,Harlow King","Ava Lucas,J.F. Harding","Mystery, Thriller & Suspense","Mystery, Thriller & Suspense; Thriller & Suspense; Crime Thrillers; Romance; Contemporary",Literature & Fiction,35.0,4.4,719,5.99,29.95,https://m.media-amazon.com/images/I/61ixItD0CxL._SL500_.jpg,https://www.audible.com/pd/B0B191ZX15
us,monthly,B0CLS83MPT,El camino del despertar,Mario Alonso Puig,Mario Alonso Puig,"Relationships, Parenting & Personal Development","Relationships, Parenting & Personal Development; Personal Development",,5.8,4.9,216,5.99,14.72,https://m.media-amazon.com/images/I/419Tywm9C6L._SL500_.jpg,https://www.audible.com/pd/B0CLS83MPT
us,monthly,B0CW3MXRBG,The New Rules,Margarita Nazarenko,Margarita Nazarenko,"Relationships, Parenting & Personal Development","Relationships, Parenting & Personal Development; Personal Development; Personal Success; Self-Esteem; Relationships; Love, Dating & Attraction",,7.1,4.9,329,5.99,17.86,https://m.media-amazon.com/images/I/41SaLAaIfTL._SL500_.jpg,https://www.audible.com/pd/B0CW3MXRBG
us,monthly,1630153869,Three Trials,Kristy Cunning,Hollie Jackson,Romance,Romance; Fantasy; Paranormal,la_confidential,6.1,4.7,1619,5.99,15.63,https://m.media-amazon.com/images/I/51rdb7DxOoL._SL500_.jpg,https://www.audible.com/pd/1630153869
us,monthly,B0BY9MS65B,Shadow Guild,Linsey Hall,Laurel Schroeder,Romance,Romance; Paranormal,Literature & Fiction,25.9,4.4,319,5.99,31.62,https://m.media-amazon.com/images/I/51KJ2plfo2L._SL500_.jpg,https://www.audible.com/pd/B0BY9MS65B
us,monthly,B0CNTX6MW1,Wealth Without Cash,Pace Morby,Pace Morby,Money & Finance,Money & Finance; Real Estate,,7.4,4.8,117,5.99,17.99,https://m.media-amazon.com/images/I/51+xAyocfeL._SL500_.jpg,https://www.audible.com/pd/B0CNTX6MW1
us,monthly,B0D6WV723Q,PMP PMBOK 7 Project Management Professional Audio Study Guide 2026-2027 (Includes Exam Practice Tests with Answers),"Samuel Davidson,Rebecca Davidson",Brennan Koenigsreuter,Business & Careers,Business & Careers; Management & Leadership; Project Management; Education & Learning; Study Guides & Test Preparation; Science & Engineering; Engineering; Power Resources,,12.3,4.6,101,6.99,22.8,https://m.media-amazon.com/images/I/41nPberVFiL._SL500_.jpg,https://www.audible.com/pd/B0D6WV723Q
us,monthly,0736983066,The Power of a Praying Woman,Stormie Omartian,Stormie Omartian,Religion & Spirituality,Religion & Spirituality; Christianity; Christian Living; Prayer; Women's Christian Living; Ministry & Evangelism,,8.2,4.9,145,5.99,19.46,https://m.media-amazon.com/images/I/513sJdClKmL._SL500_.jpg,https://www.audible.com/pd/0736983066
us,monthly,B0CB1SPJ1H,"Think This, Not That",Josh Axe,"Josh Axe,Jon Gordon,Donald Miller,Erwin McManus,Dave Ramsey,Rebekah Lyons,Shade Zahrai,Rob Dial,Greg McKeown,Hal Elrod,John Delony",Business & Careers,"Business & Careers; Career Success; Health & Wellness; Psychology & Mental Health; Psychology; Social Psychology & Interactions; Relationships, Parenting & Personal Development; Personal Development; Personal Success; Religion & Spirituality; Christianity; Christian Living; Spiritual Growth",,9.4,4.6,107,7.99,26.99,https://m.media-amazon.com/images/I/410+5as5epL._SL500_.jpg,https://www.audible.com/pd/B0CB1SPJ1H
us,monthly,B0B1RQWWBK,Space: 1969,Bill Oakley,"Natasha Lyonne,full cast",Science Fiction & Fantasy,Science Fiction & Fantasy; Science Fiction; Humorous; Comedy & Humor; Literature & Fiction; Satire,audible_original; Literature & Fiction,5.6,4.5,7711,5.99,15.03,https://m.media-amazon.com/images/I/513WQBdTz6L._SL500_.jpg,https://www.audible.com/pd/B0B1RQWWBK
us,monthly,B0D1KY46BH,How to Tell the Truth,"Preston Perry,Jackie Hill Perry",Preston Butler III,Biographies & Memoirs,Biographies & Memoirs; Religious; Religion & Spirituality; Christianity; Christian Living; Social Issues; Spiritual Growth; Theology; Apologetics,,4.9,5.0,428,5.99,15.64,https://m.media-amazon.com/images/I/51C+qbcVaBL._SL500_.jpg,https://www.audible.com/pd/B0D1KY46BH
us,monthly,B0C1TM3RQ9,Witches in the Kitchen,Danielle Garrett,Amanda Ronconi,"Mystery, Thriller & Suspense","Mystery, Thriller & Suspense; Mystery; Cozy; Women Sleuths; Science Fiction & Fantasy; Fantasy; Paranormal & Urban; Paranormal",,6.9,4.6,645,5.99,16.51,https://m.media-amazon.com/images/I/51ZPgUAPAtL._SL500_.jpg,https://www.audible.com/pd/B0C1TM3RQ9
us,monthly,B0CB1TQM7H,Fighting Shadows,"Jefferson Bethke,Jon Tyson","Jefferson Bethke,Jon Tyson","Relationships, Parenting & Personal Development","Relationships, Parenting & Personal Development; Parenting & Families; Fatherhood; Personal Development; Relationships; Marriage & Long-Term Partnerships; Religion & Spirituality; Christianity; Christian Living; Family; Spiritual Growth",,4.8,4.8,192,5.99,18.89,https://m.media-amazon.com/images/I/41lvjwF+wIL._SL500_.jpg,https://www.audible.com/pd/B0CB1TQM7H
us,monthly,1426222300,Gory Details,Erika Engelhaupt,Mari Weiss,Science & Engineering,Science & Engineering; Science; Biological Sciences; Nature & Ecology; Natural History,,8.6,4.5,500,5.99,18.05,https://m.media-amazon.com/images/I/61irS5f8nxL._SL500_.jpg,https://www.audible.com/pd/1426222300
us,monthly,B0CQ3NXCFR,The Sweet Blue Distance,Sara Donati,Kate Reading,Literature & Fiction,Literature & Fiction; Genre Fiction; Westerns; Historical Fiction; Romance; Historical,Literature & Fiction,28.7,4.6,476,5.99,30.02,https://m.media-amazon.com/images/I/51j0qLfxmRL._SL500_.jpg,https://www.audible.com/pd/B0CQ3NXCFR
us,monthly,B0CKNPCMPJ,Dark Calories,Catherine Shanahan MD,"Eliza Foss,Catherine Shanahan MD",Business & Careers,"Business & Careers; Health & Wellness; Fitness, Diet & Nutrition; Diets, Nutrition & Healthy Eating; Physical Illness & Disease",,11.8,4.7,123,6.99,25.19,https://m.media-amazon.com/images/I/41gOw4MaFYL._SL500_.jpg,https://www.audible.com/pd/B0CKNPCMPJ
us,monthly,B0CN1XK68Q,I Cheerfully Refuse,Leif Enger,David Aaron Baker,Literature & Fiction,Literature & Fiction; Genre Fiction; Literary Fiction; Science Fiction & Fantasy; Science Fiction; Dystopian; Post-Apocalyptic,,11.9,4.4,493,5.99,20.51,https://m.media-amazon.com/images/I/51n2jk6GCbL._SL500_.jpg,https://www.audible.com/pd/B0CN1XK68Q
